2023-12-14 11:36:31,GOP 夜间晴天 直道 隔离杆
2023-12-14 11:38:32,GOP 夜间晴天 坡道 右边隔离杆
2023-12-14 11:39:33,GOP 夜间晴天 直道 锥桶 隔离杆
2023-12-14 11:44:32,动物 夜间晴天 直道 前方狗狗
2023-12-14 11:47:35,GOP 夜间晴天 直道 前方 锥桶
2023-12-14 11:49:53,GOP 夜间晴天 直道 锥桶
2023-12-14 11:50:46,动物 夜间晴天 WU 直道
2023-12-14 11:53:13,GOP 夜间晴天 直道 隔离杆
2023-12-14 11:53:48,GOP 夜间晴天 直道 左边几个隔离桶
2023-12-14 11:55:14,GOP 夜间晴天 直道 左边隔离桶
2023-12-14 11:57:12,GOP 夜间晴天 直道 隔离杆
2023-12-14 11:59:16,动物 夜间晴天 直道 前方小狗
2023-12-14 12:00:27,GOP 夜间晴天 直道 锥桶
2023-12-14 12:10:30,GOP 夜间晴天 直道 锥桶
2023-12-14 12:15:07,GOP 夜间晴天 直道 隔离杆
2023-12-14 12:15:51,GOP 夜间晴天 直道 右边隔离杆一排
2023-12-14 12:16:29,GOP 夜间晴天 直道 锥桶
2023-12-14 12:18:43,GOP 夜间晴天 直道 前方一堆锥桶
2023-12-14 12:26:46,GOP 夜间晴天 直道 隔离杆
2023-12-14 12:30:26,GOP 夜间晴天 直道 加油站锥桶 隔离杆
2023-12-14 12:33:01,GOP 夜间晴天 直道 锥桶 前方 隔离杆
2023-12-14 12:34:34,GOP 夜间晴天 直道 锥桶
2023-12-14 12:37:17,GOP 夜间晴天 直道 前方 锥桶
2023-12-14 12:38:47,GOP 夜间晴天 直道 隔离杆
2023-12-14 12:39:52,GOP 夜间晴天 直道 前方一堆锥桶 球形隔离柱
2023-12-14 12:41:16,GOP 夜间晴天 直道 锥桶
2023-12-14 12:43:27,GOP 夜间晴天 直道 锥桶土堆
2023-12-14 12:44:38,GOP 夜间晴天 直道 一堆锥桶隔离柱
2023-12-14 12:52:55,GOP 夜间晴天 直道 锥桶
2023-12-14 12:53:46,GOP 夜间晴天 直道 锥桶隔离杆
2023-12-14 12:55:01,GOP 夜间晴天 直道 隔离杆
